INFO  [2020-03-26 04:19:01,973] main                 pid 5329@localhost.localdomain
DEBUG [2020-03-26 04:19:01,975] main                 Using property file /usr/multiverse/bin/multiverse.properties
DEBUG [2020-03-26 04:27:42,820] MessageIO            [mobserver,2602] Got subscription subId=136 filter [SubjectFilter oid=1852 types=mv.PROPERTY,]
DEBUG [2020-03-26 04:27:42,821] MessageIO            sendResponse to mobserver,2602 type=msgsys.RESPONSE id=1122 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:27:45,005] PersistenceManager   PersistenceManager, persistEntities: persisting 0 entities
DEBUG [2020-03-26 04:27:45,005] PersistenceManager   PersistenceManager, persistEntities: done persisting
DEBUG [2020-03-26 04:27:45,822] MessageIO            handleMessageData from mobserver,2629 type=msgsys.UNSUBSCRIBE len=30 class=multiverse.msgsys.UnsubscribeMessage
DEBUG [2020-03-26 04:27:45,822] MessageIO            [mobserver,2629] Got unsubscribe count=1
DEBUG [2020-03-26 04:27:45,822] MessageIO            handleMessageData from mobserver,2630 type=msgsys.SUBSCRIBE len=46 class=multiverse.msgsys.SubscribeMessage
DEBUG [2020-03-26 04:27:45,822] MessageIO            [mobserver,2630] Got subscription subId=137 filter [SubjectFilter oid=1852 types=mv.PROPERTY,]
DEBUG [2020-03-26 04:27:45,822] MessageIO            sendResponse to mobserver,2630 type=msgsys.RESPONSE id=1123 class=multiverse.msgsys.ResponseMessage
DEBUG [2020-03-26 04:27:46,668] MessageIO            handleMessageData from combat,1074 type=mv.SAVE_OBJECT_DATA len=2728 class=multiverse.server.plugins.ObjectManagerClient$SaveObjectDataMessage
DEBUG [2020-03-26 04:27:46,668] MessageIO            deliverMessage rpc to multiverse.server.plugins.ObjectManagerPlugin@52a67293
DEBUG [2020-03-26 04:27:46,668] ObjectManager-3      EnginePlugin.handleMessage: got msg id 1074, matching 1 hooks for msgtype MessageType['mv.SAVE_OBJECT_DATA', 54]
DEBUG [2020-03-26 04:27:46,668] ObjectManager-3      ObjectManagerPlugin, SaveObjectDataHook: oid=1852
DEBUG [2020-03-26 04:27:46,669] ObjectManager-3      encoding entity type=[CombatInfo,10]
DEBUG [2020-03-26 04:27:46,683] ObjectManager-3      Database.saveObject: ns=[Namespace NS.combat:4] type=[CombatInfo,10] xml conversion: length=13735, string=<?xml version="1.0" encoding="UTF-8"?>
<java version="1.8.0_242" class="java.beans.XMLDecoder">
 <object class="multiverse.mars.objects.CombatInfo" id="CombatInfo0">
  <void id="HashSet0" property="effects">
   <void method="add">
    <object class="multiverse.mars.core.MarsEffect$EffectState" id="MarsEffect$EffectState0">
     <void property="casterOid">
      <long>1852</long>
     </void>
     <void property="effectName">
      <string>health regen effect</string>
     </void>
     <void property="objectOid">
      <long>1852</long>
     </void>
     <void property="timeRemaining">
      <long>1031</long>
     </void>
    </object>
   </void>
  </void>
  <void property="effects">
   <object idref="HashSet0"/>
  </void>
  <void property="name">
   <string>DefaultPlayer</string>
  </void>
  <void property="oid">
   <long>1852</long>
  </void>
  <void property="persistenceFlag">
   <boolean>true</boolean>
  </void>
  <void id="HashMap0" property="propertyMap">
   <void method="put">
    <string>mana-max</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat0">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat0"/>
       <int>180</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat0"/>
       <int>180</int>
      </void>
     </void>
     <void property="name">
      <string>mana-max</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>combat.userflag</string>
    <boolean>true</boolean>
   </void>
   <void method="put">
    <string>attack power</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat1">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat1"/>
       <int>36</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat1"/>
       <int>36</int>
      </void>
     </void>
     <void property="name">
      <string>attack power</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>strength</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat2">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>max</string>
      <void method="set">
       <object idref="MarsStat2"/>
       <int>18</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat2"/>
       <int>18</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat2"/>
       <int>18</int>
      </void>
     </void>
     <void property="flags">
      <int>2</int>
     </void>
     <void property="name">
      <string>strength</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>combatstate</string>
    <boolean>true</boolean>
   </void>
   <void method="put">
    <string>stamina</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat3">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>max</string>
      <void method="set">
       <object idref="MarsStat3"/>
       <int>18</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat3"/>
       <int>18</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat3"/>
       <int>18</int>
      </void>
     </void>
     <void property="flags">
      <int>2</int>
     </void>
     <void property="name">
      <string>stamina</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>weaponBaseDmg</string>
    <int>15</int>
   </void>
   <void method="put">
    <string>health</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat4">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>min</string>
      <void method="set">
       <object idref="MarsStat4"/>
       <int>0</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>max</string>
      <void method="set">
       <object idref="MarsStat4"/>
       <int>180</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat4"/>
       <int>168</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat4"/>
       <int>168</int>
      </void>
     </void>
     <void property="name">
      <string>health</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>accuracy</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat5">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat5"/>
       <int>41</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat5"/>
       <int>41</int>
      </void>
     </void>
     <void property="name">
      <string>accuracy</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>offense skill</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat6">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>max</string>
      <void method="set">
       <object idref="MarsStat6"/>
       <int>5</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat6"/>
       <int>5</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat6"/>
       <int>5</int>
      </void>
     </void>
     <void property="flags">
      <int>2</int>
     </void>
     <void property="name">
      <string>offense skill</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>intelligence</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat7">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>max</string>
      <void method="set">
       <object idref="MarsStat7"/>
       <int>18</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat7"/>
       <int>18</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat7"/>
       <int>18</int>
      </void>
     </void>
     <void property="flags">
      <int>2</int>
     </void>
     <void property="name">
      <string>intelligence</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>combat.autoability</string>
    <string>attack ability</string>
   </void>
   <void method="put">
    <string>deadstate</string>
    <boolean>false</boolean>
   </void>
   <void method="put">
    <string>combat.regeneffect</string>
    <string>regen effect</string>
   </void>
   <void method="put">
    <string>regenEffectMap</string>
    <object class="java.util.HashMap">
     <void method="put">
      <string>health</string>
      <object idref="MarsEffect$EffectState0"/>
     </void>
    </object>
   </void>
   <void method="put">
    <string>defense skill</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat8">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>max</string>
      <void method="set">
       <object idref="MarsStat8"/>
       <int>5</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat8"/>
       <int>5</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat8"/>
       <int>5</int>
      </void>
     </void>
     <void property="flags">
      <int>2</int>
     </void>
     <void property="name">
      <string>defense skill</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>armor</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat9">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>max</string>
      <void method="set">
       <object idref="MarsStat9"/>
       <int>5</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat9"/>
       <int>5</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat9"/>
       <int>5</int>
      </void>
     </void>
     <void property="flags">
      <int>2</int>
     </void>
     <void property="name">
      <string>armor</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>mana</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat10">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>min</string>
      <void method="set">
       <object idref="MarsStat10"/>
       <int>0</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>max</string>
      <void method="set">
       <object idref="MarsStat10"/>
       <int>180</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat10"/>
       <int>180</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat10"/>
       <int>180</int>
      </void>
     </void>
     <void property="flags">
      <int>2</int>
     </void>
     <void property="name">
      <string>mana</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>defense</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat11">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat11"/>
       <int>41</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat11"/>
       <int>41</int>
      </void>
     </void>
     <void property="name">
      <string>defense</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>health-max</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat12">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat12"/>
       <int>180</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>current</string>
      <void method="set">
       <object idref="MarsStat12"/>
       <int>180</int>
      </void>
     </void>
     <void property="name">
      <string>health-max</string>
     </void>
    </object>
   </void>
   <void method="put">
    <string>agility</string>
    <object class="multiverse.mars.objects.MarsStat" id="MarsStat13">
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>max</string>
      <void method="set">
       <object idref="MarsStat13"/>
       <int>18</int>
      </void>
     </void>
     <void class="multiverse.mars.objects.MarsStat" method="getField">
      <string>base</string>
      <void method="set">
       <object idref="MarsStat13"/>
       <int>18</int>
      </void>
